,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
6208,2832,30000000,0.078941309,7.477121255," Mystery, Thriller",17.955897,3.28E-02,4/25/2003,90259536,0.032374214,7.955493097,90,0.266272189,Identity,7.1,7.80E-01,1090,0.077442274,John Cusack, Ray Liotta, Amanda Peet, John Hawkes, Alfred Molina, Clea DuVall,"James Mangold,  "
6213,72996,2500000,0.006572412,6.397940009," Drama, Music, Romance, Foreign",0.870645,1.59E-03,12/6/2002,57862,2.02506E-05,4.762393441,104,0.307692308,House of Fools,5.7,6.26E-01,9,0.000639432,Yuliya Vysotskaya, Sultan Islamov, Stanislav Varkki, Elena Fomina,,,Andrei Konchalovsky
6217,18736,17000000,0.044730557,7.230448921," Family, Comedy",6.730857,1.23E-02,4/25/2003,55534455,0.019918857,7.744562514,94,0.278106509,The Lizzie McGuire Movie,5.8,6.37E-01,292,0.020746004,Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine, Jake Thomas, Alex Borstein,Jim Fall
6218,36658,110000000,0.28946901,8.041392685," Adventure, Action, Science Fiction, Thriller",0.913096,1.67E-03,4/24/2003,407711549,0.146239403,8.610353014,133,0.393491124,X2,6.8,7.47E-01,3572,0.253783304,Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden,Bryan Singer
6219,46989,1000000,0.002625017,6,Drama,2.154226,3.93E-03,1/11/2002,464000,0.000165926,5.666517981,92,0.272189349,Blue Car,6.7,7.36E-01,13,0.000923623,Margaret Colin, Agnes Bruckner, David Strathairn, Frances Fisher, A.J. Buckley, Regan Arnold,Karen Moncrieff
6223,10708,60000000,0.157889197,7.77815125," Comedy, Family",6.504927,1.19E-02,5/3/2003,164433867,0.058979414,8.21599127,92,0.272189349,Daddy Day Care,5.6,6.15E-01,526,0.037371226,Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Kevin Nealon, Siobhan Fallon,Steve Carr
6244,604,150000000,0.39473286,8.176091259," Adventure, Action, Thriller, Science Fiction",16.229317,2.96E-02,5/15/2003,738599701,0.264923931,8.868409128,138,0.408284024,The Matrix Reloaded,6.7,7.36E-01,3500,0.248667851,Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne, Hugo Weaving, Helmut Bakaitis, Steve Bastoni,"Lilly Wachowski, Lana Wachowski"
6246,10720,35000000,0.09209929,7.544068044," Action, Comedy, Romance, Thriller",9.392508,1.72E-02,5/8/2003,20298207,0.007280153,7.307457677,101,0.298816568,Down with Love,6.1,6.70E-01,202,0.014351687,Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce, Rachel Dratch, Jack Plotnick,Peyton Reed
6249,1555,5300000,0.013940881,6.72427587," Drama, Comedy, Romance",5.94395,1.09E-02,5/17/2002,3897799,0.001397577,6.59081944,122,0.360946746,The Spanish Apartment,7,7.69E-01,276,0.019609236,Romain Duris, Audrey Tautou, Kelly Reilly, Cécile de France, Cristina Brondo, Barnaby Metschurat,Cédric Klapisch
6251,310,80000000,0.210521122,7.903089987," Fantasy, Comedy",15.947524,2.91E-02,5/23/2003,484572835,0.173808373,8.685359064,101,0.298816568,Bruce Almighty,6.4,7.03E-01,3121,0.221740675,Jim Carrey, Jennifer Aniston, Philip Baker Hall, Catherine Bell, Lisa Ann Walter, Steve Carell,"Negative Cutter, Marlen Hill"
6255,12,94000000,0.247363469,7.973127854," Animation, Family",25.497794,4.66E-02,5/30/2003,940335536,0.337283494,8.973282849,100,0.295857988,Finding Nemo,7.6,8.35E-01,6292,0.447033748,Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney,"Photoscience Manager, James Burgess, Fix"
6256,9654,60000000,0.157889197,7.77815125," Action, Crime",13.995044,2.56E-02,5/30/2003,176070171,0.063153178,8.245685786,110,0.325443787,The Italian Job,6.6,7.25E-01,1949,0.138472469,Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green, Jason Statham, Yasiin Bey,"Systems Administrators & Support, Shawn Wallbridge,   Supervisor, Matt Broeska"
6257,9902,12600000,0.033151534,7.100370545," Horror, Thriller",14.079718,2.57E-02,5/30/2003,28650575,0.01027602,7.457133342,84,0.24852071,Wrong Turn,6,6.59E-01,652,0.046323268,Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto, Kevin Zegers, Lindy Booth,
6261,584,76000000,0.199994737,7.880813592," Action, Crime, Thriller",2.32462,4.24E-03,6/5/2003,236350661,0.084774869,8.373556821,107,0.316568047,2 Fast 2 Furious,6.2,6.81E-01,2087,0.148277087,Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser, Ludacris, James Remar,"Greensman, Robert Crowley, Chef, Larry Donahue"
6263,1088,8000000,0.021046191,6.903089987," Drama, Family",11.040186,2.02E-02,1/30/2003,41400000,0.014849044,7.617000341,101,0.298816568,Whale Rider,7.1,7.80E-01,114,0.008099467,Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton, Cliff Curtis, Grant Roa, Mana Taumaunu,Niki Caro
6299,11890,35000000,0.09209929,7.544068044," Action, Comedy, Thriller, Family",6.137796,1.12E-02,4/26/1991,23562716,0.008451083,7.372225349,109,0.322485207,Oscar,6.2,6.81E-01,128,0.009094139,Sylvester Stallone, Ornella Muti, Don Ameche, Peter Riegert, Tim Curry, Marisa Tomei,"Dolly Grip, Patrick A. Murphy, Dolly Grip, Gary Wattman"
6315,290,9000000,0.023677787,6.954242509," Comedy, Drama",8.387026,1.53E-02,8/1/1991,6153939,0.00220682,6.789153187,116,0.343195266,Barton Fink,7.4,8.13E-01,450,0.031971581,John Turturro, John Goodman, Judy Davis, Michael Lerner, Tony Shalhoub, John Mahoney,Joel Coen
6350,2071,22000000,0.057888539,7.342422681," Mystery, Thriller",6.851939,1.25E-02,10/11/1991,11511031,0.004128327,7.061114224,98,0.289940828,Shattered,6.1,6.70E-01,32,0.002273535,Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley, Corbin Bernsen, Debi A. Monahan,Wolfgang Petersen
6356,10152,19000000,0.04999375,7.278753601,Comedy,9.280038,1.69E-02,6/13/2003,39267515,0.014084154,7.594033418,85,0.25147929,Dumb and Dumberer: When Harry Met Lloyd,4.1,4.51E-01,211,0.014991119,Mimi Rogers, Eric Christian Olsen, Luis Guzmán, Rachel Nichols, Eugene Levy, Derek Richardson,Troy Miller
6357,31246,12000000,0.031572576,7.079181246," Comedy, Romance",1.695369,3.10E-03,6/20/2003,4922166,0.001765002,6.692156256,90,0.266272189,From Justin to Kelly,3,3.30E-01,23,0.001634103,Kelly Clarkson, Justin Guarini , Brandon Henschel, Greg Siff, Brian Dietzen, Jason Yribar,Robert Iscove
6358,11375,75000000,0.197363141,7.875061263," Action, Adventure, Comedy, Thriller",11.080439,2.02E-02,6/9/2003,51142659,0.018343587,7.708783304,116,0.343195266,Hollywood Homicide,5,5.49E-01,172,0.012220249,Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood, Isaiah Washington, Lolita Davidovich,Ron Shelton
6367,17813,30000000,0.078941309,7.477121255," Comedy, Romance",5.236854,9.56E-03,6/16/2003,15368897,0.005512085,7.1866427,96,0.284023669,Alex & Emma,5,5.49E-01,71,0.005044405,Luke Wilson, Kate Hudson, Sophie Marceau, David Paymer, Paul Wilson, Chino XL,Rob Reiner
6376,170,5000000,0.013151402,6.698970004," Horror, Thriller, Science Fiction",17.656951,3.22E-02,10/31/2002,82719885,0.029669856,7.917609922,113,0.334319527,28 Days Later,7.1,7.80E-01,1816,0.129023091,Cillian Murphy, Naomie Harris, Noah Huntley, Christopher Dunne, Emma Hitching, Alexander Delamere,
6377,9471,120000000,0.315784972,8.079181246," Action, Adventure, Comedy",7.821116,1.43E-02,6/27/2003,259175788,0.092961894,8.413594428,106,0.313609467,Charlie's Angels: Full Throttle,5.2,5.71E-01,930,0.0660746,Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Robert Patrick, Demi Moore,McG
6384,47676,2500000,0.006572412,6.397940009," Drama, Romance",2.296734,4.19E-03,1/10/1993,764083,0.000273561,5.883140537,95,0.281065089,"Bodies, Rest & Motion",4.3,4.73E-01,8,0.000568384,Phoebe Cates, Bridget Fonda, Tim Roth, Eric Stoltz, Alicia Witt, Sandra Ellis Lafferty,Michael Steinberg
6398,43039,151000,0.000390792,5.178976947," Drama, Comedy, Romance",1.879162,3.43E-03,5/24/1960,8000000,0.002868974,6.903089987,91,0.269230769,Never on Sunday,6,6.59E-01,14,0.000994671,Melina Mercouri, Jules Dassin, George Foundas, Titos Vandis, Mitsos Ligizos, Despo Diamantidou,"Songs, Manos Hatzidakis, Jules Dassin"
6401,33454,3005000,0.007901368,6.477844476," Action, Adventure, Drama",3.803547,6.95E-03,5/8/1952,6746000,0.002419184,6.829046337,115,0.340236686,Scaramouche,6.9,7.58E-01,13,0.000923623,Stewart Granger, Eleanor Parker, Janet Leigh, Mel Ferrer, Henry Wilcoxon, Nina Foch,George Sidney
6408,1927,137000000,0.360522109,8.136720567," Drama, Action, Science Fiction",15.422638,2.82E-02,6/19/2003,245360480,0.088006554,8.389804613,138,0.408284024,Hulk,5.3,5.82E-01,1571,0.111616341,Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte, Paul Kersey,Ang Lee
6409,10327,45000000,0.118415253,7.653212514,Comedy,7.288046,1.33E-02,7/2/2003,124914842,0.044804543,8.096614043,95,0.281065089,"Legally Blonde 2: Red, White & Blonde",5.2,5.71E-01,386,0.027424512,Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge, James Newman, Luke Wilson,Charles Herman-Wurmfeld
6410,14411,60000000,0.157889197,7.77815125," Family, Animation, Adventure",8.388773,1.53E-02,7/2/2003,26288320,0.009428715,7.419762833,86,0.25443787,Sinbad: Legend of the Seven Seas,6.6,7.25E-01,386,0.027424512,Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes, Dennis Haysbert, Timothy West,Sound Effects
6411,296,200000000,0.526312673,8.301029996," Action, Thriller, Science Fiction",20.818907,3.80E-02,7/2/2003,435000000,0.156027354,8.638489257,109,0.322485207,Terminator 3: Rise of the Machines,5.9,6.48E-01,2177,0.154671403,Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti,"Jonathan Mostow,  Supervisor, Colin Strause, Motion Capture"
6412,302,7800000,0.020519872,6.892094603," Thriller, Crime",14.481103,2.64E-02,5/18/2003,22441323,0.008048856,7.351048457,102,0.301775148,Swimming Pool,6.5,7.14E-01,154,0.010941385,Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour, Marc Fayolle, Mireille Mossé,"François Ozon,  "
6413,22,140000000,0.368416897,8.146128036," Adventure, Fantasy, Action",47.326665,8.64E-02,7/9/2003,655011224,0.23494202,8.816248742,143,0.423076923,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,8.24E-01,7191,0.510905861,Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce,"Matchmove Supervisor, Jason H. Snell"
6415,8698,78000000,0.205257929,7.892094603," Fantasy, Action, Thriller, Science Fiction",10.488765,1.92E-02,7/11/2003,179265204,0.064299188,8.253496,110,0.325443787,The League of Extraordinary Gentlemen,5.7,6.26E-01,1181,0.083907638,Sean Connery, Peta Wilson, Shane West, Stuart Townsend, Jason Flemyng, Tony Curran,"Line Utility Sound, M"
6422,8961,130000000,0.342100935,8.113943352," Adventure, Action, Comedy, Thriller, Crime",8.191436,1.50E-02,7/18/2003,273339556,0.098042221,8.436702485,147,0.434911243,Bad Boys II,6.3,6.92E-01,1588,0.112824156,Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle,"Wigmaker, Marc Boyle"
6424,9486,40000000,0.105257271,7.602059991," Adventure, Action, Comedy",8.739991,1.60E-02,4/6/2003,160583018,0.057598173,8.205699616,88,0.26035503,Johnny English,6,6.59E-01,875,0.062166963,Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos, Ben Miller, Greg Wise,Peter Howitt
6434,24558,1500000,0.003940815,6.176091259," Action, Comedy, Crime, Mystery, Thriller",1.961208,3.58E-03,2/9/1990,5585154,0.002002806,6.747035152,94,0.278106509,Loose Cannons,4.9,5.38E-01,20,0.001420959,Gene Hackman, Dan Aykroyd, Dom DeLuise, Ronny Cox, Nancy Travis, Robert Prosky,
6438,1996,95000000,0.249995066,7.977723605," Action, Adventure, Fantasy, Thriller",13.076349,2.39E-02,7/21/2003,156505388,0.056135589,8.194529294,117,0.346153846,Lara Croft Tomb Raider: The Cradle of Life,5.5,6.04E-01,1443,0.102522202,Angelina Jolie, Gerard Butler, Noah Taylor, Djimon Hounsou, Til Schweiger, Simon Yam,Jan de Bont
6439,4464,87000000,0.228942296,7.939519253," Drama, History",7.851669,1.43E-02,7/22/2003,148336445,0.053205514,8.171247867,141,0.417159763,Seabiscuit,6.8,7.47E-01,219,0.015559503,Jeff Bridges, David McCullough, Chris Cooper, Tobey Maguire, Elizabeth Banks, Gary L. Stevens,Gary Ross
6440,12279,38000000,0.099994079,7.579783597," Action, Adventure, Comedy, Family, Science Fiction",8.025145,1.47E-02,7/25/2003,197011982,0.070664686,8.29449264,84,0.24852071,Spy Kids 3-D: Game Over,4.7,5.16E-01,525,0.037300178,Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Sylvester Stallone, Salma Hayek,Robert Rodriguez
6445,54580,4000000,0.010519806,6.602059991,Drama,2.061389,3.76E-03,9/27/2002,146402,5.20086E-05,5.16554701,113,0.334319527,Mondays in the Sun,7,7.69E-01,37,0.002628774,Javier Bardem, Luis Tosar, Nieve de Medina, Enrique Villén, Celso Bugallo, José Ángel Egido,Fernando León de Aranoa
6453,430,3000000,0.00788821,6.477121255," Comedy, Family",3.044499,5.56E-03,12/15/1961,4000000,0.001434235,6.602059991,115,0.340236686,"One, Two, Three",7.6,8.35E-01,66,0.004689165,James Cagney, Liselotte Pulver, Horst Buchholz, Pamela Tiffin, Howard St. John, Loïs Bolton,
6455,5185,10000000,0.026309384,7," Adventure, Comedy, Crime, Mystery, Romance, Thriller",4.127728,7.54E-03,10/29/1970,1500000,0.000537524,6.176091259,125,0.369822485,The Private Life of Sherlock Holmes,6.9,7.58E-01,61,0.004333925,Robert Stephens, Colin Blakely, Geneviève Page, Christopher Lee, Tamara Toumanova, Clive Revill,Billy Wilder
6460,8273,55000000,0.144731215,7.740362689," Comedy, Romance",14.397139,2.63E-02,8/1/2003,231449203,0.083016791,8.36445569,103,0.304733728,American Wedding,6,6.59E-01,1158,0.082273535,Jason Biggs, Alyson Hannigan, Seann William Scott, Eddie Kaye Thomas, Thomas Ian Nicholas, January Jones,Jesse Dylan
6461,8046,54000000,0.142099619,7.73239376,Drama,11.415316,2.08E-02,8/1/2003,7266209,0.002605775,6.861307885,121,0.357988166,Gigli,3.5,3.85E-01,105,0.007460036,Ben Affleck, Jennifer Lopez, Justin Bartha, Lainie Kazan, Lenny Venito, Missy Crider,Martin Brest
6467,10330,26000000,0.068414924,7.414973348,Comedy,7.867999,1.44E-02,8/3/2003,110230332,0.039537433,8.042301115,97,0.286982249,Freaky Friday,6,6.59E-01,919,0.065293073,Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould, Haley Hudson, Chad Michael Murray,
6469,9257,80000000,0.210521122,7.903089987," Action, Thriller, Crime",13.334952,2.44E-02,8/8/2003,116643346,0.041837683,8.066859969,117,0.346153846,S.W.A.T.,5.8,6.37E-01,780,0.055417407,Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner,
6489,6466,30000000,0.078941309,7.477121255,Horror,14.015739,2.56E-02,8/15/2003,114908830,0.041215539,8.060353403,97,0.286982249,Freddy vs. Jason,5.8,6.37E-01,608,0.043197158,Robert Englund, Ken Kirzinger, Jason Ritter, Monica Keena, Lochlyn Munro, Kelly Rowland,Ronny Yu
6491,2055,22000000,0.057888539,7.342422681,Western,16.532577,3.02E-02,8/29/2003,68296293,0.024496334,7.834397132,139,0.411242604,Open Range,7,7.69E-01,268,0.019040853,Kevin Costner, Robert Duvall, Michael Gambon, Michael Jeter, Diego Luna, James Russo,Kevin Costner
6493,14926,20000000,0.052625346,7.301029996,Comedy,5.555088,1.01E-02,8/15/2003,37095657,0.013305142,7.569323067,92,0.272189349,Uptown Girls,6.1,6.70E-01,193,0.013712256,Brittany Murphy, Dakota Fanning, Marley Shelton, Donald Faison, Jesse Spencer, Austin Pendleton,Boaz Yakin
6498,10923,28000000,0.073678116,7.447158031,Action,10.445141,1.91E-02,3/14/2003,58795814,0.021088657,7.769346407,102,0.301775148,Agent Cody Banks,5,5.49E-01,289,0.02053286,Frankie Muniz, Hilary Duff, Angie Harmon, Keith David, Cynthia Stevenson, Darrell Hammond,Harald Zwart
6503,18573,658000,0.001725011,5.818225894," Crime, Horror, Mystery",9.072006,1.66E-02,4/10/1953,23800000,0.008536193,7.376576957,90,0.266272189,House of Wax,7,7.69E-01,75,0.005328597,Vincent Price, Frank Lovejoy, Phyllis Kirk, Carolyn Jones, Paul Picerni, Charles Bronson,André De Toth
6505,41759,6000000,0.015782999,6.77815125," Horror, Science Fiction, Thriller",4.719295,8.62E-03,11/19/1993,12974636,0.0046533,7.113095183,97,0.286982249,Man's Best Friend,5.5,6.04E-01,26,0.001847247,Ally Sheedy, Lance Henriksen, Robert Costanzo, Fredric Lehne, John Cassini, J. D. Daniels,John Lafia
6512,19053,350000,0.00091448,5.544068044," Comedy, Romance",8.438808,1.54E-02,4/8/1983,17343596,0.006220379,7.239139149,99,0.292899408,Valley Girl,6.2,6.81E-01,61,0.004333925,Nicolas Cage, E.G. Daily, Deborah Foreman, Michael Bowen, Cameron Dye, Michelle Meyrink,Martha Coolidge
6513,11206,4000000,0.010519806,6.602059991," Horror, Crime, Thriller",6.216637,1.14E-02,10/26/1967,11000000,0.003945028,7.041392685,108,0.319526627,Wait Until Dark,7.5,8.24E-01,112,0.007957371,Audrey Hepburn, Alan Arkin, Richard Crenna, Efrem Zimbalist, Jr., Jack Weston,Terence Young
6516,13154,8000000,0.021046191,6.903089987," Action, Thriller",11.521011,2.10E-02,8/23/1991,2275557,0.000815704,6.357087719,79,0.233727811,Showdown in Little Tokyo,5.7,6.26E-01,99,0.007033748,Dolph Lundgren, Brandon Lee, Cary-Hiroyuki Tagawa, Tia Carrere, Philip Tan, Rodney Kageyama,Mark L. Lester
6519,636,777000,0.002038171,5.890421019," Drama, Mystery, Science Fiction",8.152085,1.49E-02,3/11/1971,2437000,0.000873611,6.386855529,86,0.25443787,THX 1138,6.4,7.03E-01,265,0.018827709,Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie, Ian Wolfe, Marshall Efron,George Lucas
6520,3055,5000000,0.013151402,6.698970004," Music, Drama, Romance",2.474398,4.52E-03,12/27/1967,50000000,0.017933733,7.698970004,123,0.363905325,Valley of the Dolls,6.7,7.36E-01,30,0.002131439,Barbara Parkins, Patty Duke, Sharon Tate, Paul Burke, Tony Scotti, Lee Grant,Mark Robson
6527,26198,6000000,0.015782999,6.77815125,Horror,3.554491,6.49E-03,12/16/1983,3661757,0.001312913,6.56368952,96,0.284023669,The Keep,5.9,6.48E-01,56,0.003978686,Scott Glenn, Alberta Watson, Jürgen Prochnow, Robert Prosky, Gabriel Byrne, Ian McKellen,Michael Mann
6531,35073,210000,0.000546056,5.322219295," Adventure, Horror, Science Fiction",3.424057,6.25E-03,6/13/1953,5000000,0.00179292,6.698970004,80,0.236686391,"The Beast from 20,000 Fathoms",6.7,7.36E-01,41,0.002912966,Paul Hubschmid, Paula Raymond, Cecil Kellaway, Kenneth Tobey, Donald Woods, Lee Van Cleef,Eugène Lourié
6533,9362,11000000,0.02894098,7.041392685," Action, Horror",15.750026,2.88E-02,1/19/1990,48572000,0.017421531,7.686385986,96,0.284023669,Tremors,6.6,7.25E-01,882,0.062664298,Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne,Ron Underwood
6537,12268,6000000,0.015782999,6.77815125," Comedy, Mystery",5.58692,1.02E-02,12/15/1976,33833201,0.012134949,7.529343089,103,0.304733728,The Pink Panther Strikes Again,6.8,7.47E-01,119,0.008454707,Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk, Colin Blakely, Leonard Rossiter,Blake Edwards
6538,10999,10000000,0.026309384,7," Action, Adventure, Thriller",10.193652,1.86E-02,10/3/1985,57500000,0.020623868,7.759667845,90,0.266272189,Commando,6.4,7.03E-01,753,0.053499112,Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells, James Olson, David Patrick Kelly,Mark L. Lester
6559,32316,20000000,0.052625346,7.301029996,Comedy,4.15656,7.59E-03,8/22/2003,1675706,0.000600547,6.224197825,84,0.24852071,Marci X,3.3,3.63E-01,12,0.000852575,Lisa Kudrow, Damon Wayans, Richard Benjamin, Jane Krakowski, Christine Baranski,,Richard Benjamin
6569,11351,17000000,0.044730557,7.230448921," Horror, Thriller",14.786032,2.70E-02,8/8/2003,63102666,0.022633459,7.800047708,104,0.307692308,Jeepers Creepers 2,5.5,6.04E-01,304,0.021598579,Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger, Josh Hammond, Nicky Aycox,"Dolly Grip, Alan Shultz"
6577,9616,35000000,0.09209929,7.544068044," Drama, Fantasy, Horror, Mystery, Romance, Thriller",5.370818,9.81E-03,9/5/2003,11560806,0.004146181,7.062988113,102,0.301775148,The Order,4.8,5.27E-01,93,0.00660746,Heath Ledger, Shannyn Sossamon, Benno Fürmann, Mark Addy, Peter Weller, Francesco Carnelutti," Supervisor, Gunther Schatz,   "
6579,1415,5000000,0.013151402,6.698970004," Comedy, Drama, Crime",3.007842,5.49E-03,9/5/2003,742898,0.000265963,5.870929189,98,0.289940828,Party Monster,5.9,6.48E-01,60,0.004262877,Seth Green, Macaulay Culkin, Chloë Sevigny, Diana Scarwid, Marilyn Manson, Dylan McDermott,"Fenton Bailey, Randy Barbato"
6581,11547,1500000,0.003940815,6.176091259,Horror,6.466688,1.18E-02,8/15/2003,30553394,0.010958532,7.485059461,93,0.275147929,Cabin Fever,5.5,6.04E-01,332,0.023587922,Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent, Joey Kern, Arie Verveen,Eli Roth
